球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
韩德君,辽宁,深圳,2019-11-08 19:35,123:107(已结束),1,34.8,0,0,7,11,7,10,6,19,3,1,0,1,4,21,500345
贺天举,辽宁,深圳,2019-11-08 19:35,123:107(已结束),1,17.2,0,5,2,2,2,2,1,3,1,1,0,0,1,6,500678
赵继伟,辽宁,深圳,2019-11-08 19:35,123:107(已结束),1,28.1,2,4,1,3,0,0,0,0,7,4,0,1,4,8,501736
兰斯-史蒂芬森,辽宁,深圳,2019-11-08 19:35,123:107(已结束),1,33.6,3,6,9,20,8,8,5,13,2,0,0,2,4,35,100000374
高诗岩,辽宁,深圳,2019-11-08 19:35,123:107(已结束),0,27.3,2,6,0,3,1,2,1,4,5,1,0,0,4,7,501726
布兰登-巴斯,辽宁,深圳,2019-11-08 19:35,123:107(已结束),0,37.0,0,0,9,13,4,7,4,5,2,2,1,1,2,22,504142
李晓旭,辽宁,深圳,2019-11-08 19:35,123:107(已结束),0,6.5,0,0,0,3,0,0,2,2,0,0,0,0,0,0,100130
刘志轩,辽宁,深圳,2019-11-08 19:35,123:107(已结束),0,25.4,2,4,1,1,0,0,0,0,3,1,0,0,2,8,501170
郭艾伦,辽宁,深圳,2019-11-08 19:35,123:107(已结束),0,30.1,2,5,5,8,0,0,0,2,5,0,0,3,5,16,501070
李慕豪,深圳,辽宁,2019-11-08 19:35,123:107(已结束),1,21.9,0,2,3,7,4,4,2,5,0,0,0,2,5,10,501178
卢艺文,深圳,辽宁,2019-11-08 19:35,123:107(已结束),1,23.6,0,2,2,2,0,0,0,0,2,1,0,2,3,4,501672
顾全,深圳,辽宁,2019-11-08 19:35,123:107(已结束),1,32.7,1,2,3,7,2,2,1,7,3,0,0,2,1,11,501176
德怀特-拜克斯,深圳,辽宁,2019-11-08 19:35,123:107(已结束),1,29.1,0,3,4,10,0,0,3,5,4,3,0,5,3,8,504885
贺希宁,深圳,辽宁,2019-11-08 19:35,123:107(已结束),1,11.8,0,3,1,1,0,0,0,1,0,1,0,0,2,2,501994
白昊天,深圳,辽宁,2019-11-08 19:35,123:107(已结束),0,27.1,0,2,2,4,4,6,0,5,4,1,1,0,2,8,502845
赵义明,深圳,辽宁,2019-11-08 19:35,123:107(已结束),0,3.4,0,0,1,2,0,1,1,2,0,0,1,0,1,2,100012242
沈梓捷,深圳,辽宁,2019-11-08 19:35,123:107(已结束),0,26.2,0,0,4,5,2,4,0,3,3,0,0,1,4,10,501674
沙巴兹-穆罕穆德,深圳,辽宁,2019-11-08 19:35,123:107(已结束),0,38.2,3,6,9,14,11,14,4,10,1,0,1,0,3,38,100014197
孟铎,深圳,辽宁,2019-11-08 19:35,123:107(已结束),0,26.1,3,3,2,2,1,1,0,1,3,0,0,3,3,14,100111
多米尼克·琼斯,吉林,八一,2019-11-08 19:35,105:84(已结束),1,22.6,0,3,9,13,2,2,1,3,2,1,2,1,2,20,501896
钟诚,吉林,八一,2019-11-08 19:35,105:84(已结束),1,25.1,1,1,4,4,2,3,0,7,3,2,0,0,3,13,500523
张彪,吉林,八一,2019-11-08 19:35,105:84(已结束),1,23.3,0,0,3,7,0,0,0,1,1,0,1,0,5,6,500526
姜宇星,吉林,八一,2019-11-08 19:35,105:84(已结束),1,36.8,1,1,3,6,1,2,0,7,3,2,0,0,2,10,501650
崔晋铭,吉林,八一,2019-11-08 19:35,105:84(已结束),1,40.6,1,3,8,13,4,7,1,7,5,1,0,1,2,23,501506
郭金林,吉林,八一,2019-11-08 19:35,105:84(已结束),0,1.9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,501386
伊莱·霍尔曼,吉林,八一,2019-11-08 19:35,105:84(已结束),0,20.8,0,0,8,12,1,2,2,10,1,0,2,2,2,17,502309
柴长易,吉林,八一,2019-11-08 19:35,105:84(已结束),0,8.4,0,0,1,2,0,0,0,1,0,0,0,1,0,2,501338
李安,吉林,八一,2019-11-08 19:35,105:84(已结束),0,13.7,0,0,1,2,0,0,1,3,0,0,3,0,1,2,500662
代怀博,吉林,八一,2019-11-08 19:35,105:84(已结束),0,15.2,0,1,0,2,0,0,0,2,0,0,1,1,4,0,501413
姜伟泽,吉林,八一,2019-11-08 19:35,105:84(已结束),0,24.5,1,2,2,6,3,3,0,1,2,1,0,1,2,10,100013041
夏钰博,吉林,八一,2019-11-08 19:35,105:84(已结束),0,7.3,0,0,0,0,2,2,0,2,0,0,0,0,1,2,501158
许钟豪,八一,吉林,2019-11-08 19:35,105:84(已结束),1,22.0,0,0,3,4,0,0,2,6,0,0,1,3,3,6,500535
刘航初,八一,吉林,2019-11-08 19:35,105:84(已结束),1,24.4,1,4,0,1,0,0,1,4,2,0,0,1,1,3,501144
雷蒙,八一,吉林,2019-11-08 19:35,105:84(已结束),1,30.6,2,7,2,6,4,4,1,1,3,0,0,1,4,14,501772
田宇翔,八一,吉林,2019-11-08 19:35,105:84(已结束),1,19.5,0,1,3,6,0,0,1,2,3,0,1,0,3,6,501335
王俊杰,八一,吉林,2019-11-08 19:35,105:84(已结束),1,27.2,1,1,3,7,2,3,1,8,1,2,0,3,1,11,100016488
张祖铭,八一,吉林,2019-11-08 19:35,105:84(已结束),0,4.6,0,0,0,1,0,0,2,2,0,0,0,0,0,0,501782
阿尔斯兰,八一,吉林,2019-11-08 19:35,105:84(已结束),0,23.0,1,3,3,6,3,4,0,0,0,1,0,0,4,12,501769
石颜博,八一,吉林,2019-11-08 19:35,105:84(已结束),0,14.6,0,0,2,4,0,0,1,1,0,0,0,0,2,4,502760
余晨,八一,吉林,2019-11-08 19:35,105:84(已结束),0,7.9,0,0,0,2,0,0,0,1,1,0,0,0,0,0,501153
郭昊文,八一,吉林,2019-11-08 19:35,105:84(已结束),0,24.7,0,5,4,8,2,3,2,3,4,2,0,0,1,10,502759
付豪,八一,吉林,2019-11-08 19:35,105:84(已结束),0,22.6,0,0,3,11,4,5,2,10,0,0,0,1,1,10,501770
罗凯文,八一,吉林,2019-11-08 19:35,105:84(已结束),0,19.0,2,5,1,3,0,0,0,4,0,0,1,1,0,8,501777
易建联,广东,山东,2019-11-08 20:00,126:110(已结束),1,34.4,3,7,4,11,0,0,1,8,0,1,4,1,1,17,100004
任骏飞,广东,山东,2019-11-08 20:00,126:110(已结束),1,31.1,2,4,3,3,2,2,2,7,0,2,0,2,3,14,500672
马尚·布鲁克斯,广东,山东,2019-11-08 20:00,126:110(已结束),1,35.2,5,6,8,15,4,4,2,9,6,3,0,7,1,35,503170
赵睿,广东,山东,2019-11-08 20:00,126:110(已结束),1,25.9,2,5,3,4,0,0,0,2,2,1,0,0,1,12,501938
胡明轩,广东,山东,2019-11-08 20:00,126:110(已结束),1,16.4,1,2,1,1,2,5,0,3,0,0,0,1,1,7,502738
苏伟,广东,山东,2019-11-08 20:00,126:110(已结束),0,4.5,0,0,0,0,0,0,2,2,0,0,0,1,1,0,101763
杜润旺,广东,山东,2019-11-08 20:00,126:110(已结束),0,12.2,1,1,1,1,0,0,0,0,1,0,0,0,3,5,502847
克拉伦斯-威姆斯,广东,山东,2019-11-08 20:00,126:110(已结束),0,36.1,0,1,8,14,2,3,1,6,12,1,0,4,2,18,504152
徐杰,广东,山东,2019-11-08 20:00,126:110(已结束),0,16.8,1,2,2,3,0,0,1,1,3,0,0,0,1,7,100000437
曾繁日,广东,山东,2019-11-08 20:00,126:110(已结束),0,9.1,0,0,1,2,0,0,1,2,0,2,1,0,0,2,503258
刘权标,广东,山东,2019-11-08 20:00,126:110(已结束),0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100016574
王薪凯,广东,山东,2019-11-08 20:00,126:110(已结束),0,17.7,3,4,0,0,0,0,0,0,0,0,0,0,2,9,501675
贾诚,山东,广东,2019-11-08 20:00,126:110(已结束),1,19.5,0,1,4,6,0,0,1,4,2,1,0,1,0,8,501161
陶汉林,山东,广东,2019-11-08 20:00,126:110(已结束),1,34.2,0,0,7,9,0,2,1,6,1,0,0,2,5,14,500684
李敬宇,山东,广东,2019-11-08 20:00,126:110(已结束),1,39.7,2,5,0,2,0,0,3,6,1,0,0,1,3,6,500331
莱斯特·哈德森,山东,广东,2019-11-08 20:00,126:110(已结束),1,34.5,6,16,2,6,9,9,2,6,11,4,1,4,4,31,501217
张辉,山东,广东,2019-11-08 20:00,126:110(已结束),1,34.1,0,4,2,3,0,0,0,2,1,2,0,1,2,4,501709
侯沛佐,山东,广东,2019-11-08 20:00,126:110(已结束),0,1.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,100012178
詹姆斯-梅斯,山东,广东,2019-11-08 20:00,126:110(已结束),0,37.6,1,5,10,21,3,4,7,12,3,5,2,4,2,26,100012421
陈培东,山东,广东,2019-11-08 20:00,126:110(已结束),0,22.6,2,6,4,5,0,0,1,2,1,1,0,1,0,14,502890
孙贺男,山东,广东,2019-11-08 20:00,126:110(已结束),0,6.6,1,1,0,0,0,0,1,1,1,0,0,0,0,3,501182
朱荣振,山东,广东,2019-11-08 20:00,126:110(已结束),0,4.4,0,0,1,1,0,0,1,2,0,0,0,0,1,2,504067
刘大鹏,山东,广东,2019-11-08 20:00,126:110(已结束),0,5.2,0,1,0,0,2,2,2,3,1,0,0,0,0,2,500602
宋建骅,同曦,浙江,2019-11-09 19:35,98:93(已结束),1,24.0,1,4,0,1,0,0,1,2,2,0,2,0,0,3,501380
郭一飞,同曦,浙江,2019-11-09 19:35,98:93(已结束),1,24.0,0,1,1,3,0,0,1,2,2,0,0,1,3,2,501477
王睿,同曦,浙江,2019-11-09 19:35,98:93(已结束),1,37.7,2,4,5,5,1,2,1,6,0,0,0,1,5,17,502873
何敬佳,同曦,浙江,2019-11-09 19:35,98:93(已结束),1,29.5,1,3,3,5,0,0,2,3,1,0,0,0,4,9,501980
约瑟夫-杨,同曦,浙江,2019-11-09 19:35,98:93(已结束),1,39.8,5,7,8,15,10,11,0,6,8,3,0,5,1,41,100014107
于长春,同曦,浙江,2019-11-09 19:35,98:93(已结束),0,24.0,2,4,0,0,0,0,0,1,0,1,0,3,3,6,500701
乔文瀚,同曦,浙江,2019-11-09 19:35,98:93(已结束),0,3.6,0,0,0,0,0,0,0,1,0,0,0,1,2,0,502372
买尔丹·吐尔逊,同曦,浙江,2019-11-09 19:35,98:93(已结束),0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500516
张韩,同曦,浙江,2019-11-09 19:35,98:93(已结束),0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,501402
哈达迪,同曦,浙江,2019-11-09 19:35,98:93(已结束),0,30.0,0,1,4,5,1,2,3,14,3,0,3,6,3,9,501880
冯欣,同曦,浙江,2019-11-09 19:35,98:93(已结束),0,23.1,2,4,2,4,1,2,0,2,3,0,0,1,4,11,501031
朱旭航,浙江,同曦,2019-11-09 19:35,98:93(已结束),1,34.6,1,6,2,5,0,0,4,7,0,0,0,1,3,7,501546
刘泽一,浙江,同曦,2019-11-09 19:35,98:93(已结束),1,29.9,0,0,7,11,1,1,6,10,1,0,0,3,4,15,502908
吴前,浙江,同曦,2019-11-09 19:35,98:93(已结束),1,36.0,0,6,1,4,0,0,2,7,4,3,1,2,2,2,501409
程帅澎,浙江,同曦,2019-11-09 19:35,98:93(已结束),1,36.0,1,4,2,3,0,0,2,2,2,1,0,0,5,7,504070
马库斯-邓蒙,浙江,同曦,2019-11-09 19:35,98:93(已结束),1,39.1,4,10,5,12,8,8,0,2,6,2,0,2,2,30,503425
付磊,浙江,同曦,2019-11-09 19:35,98:93(已结束),0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,502029
张正昕,浙江,同曦,2019-11-09 19:35,98:93(已结束),0,2.7,0,0,0,1,1,2,0,0,0,1,0,0,0,1,501991
西尔文-兰兹博格,浙江,同曦,2019-11-09 19:35,98:93(已结束),0,33.0,1,6,6,12,9,10,5,10,4,3,0,1,0,24,100026427
张大宇,浙江,同曦,2019-11-09 19:35,98:93(已结束),0,28.8,0,0,3,9,1,1,3,5,2,0,0,1,3,7,100085
韩德君,辽宁,八一,2019-11-10 16:00,114:89(已结束),1,24.5,0,0,8,9,3,5,3,14,3,1,0,0,0,19,500345
李晓旭,辽宁,八一,2019-11-10 16:00,114:89(已结束),1,30.0,0,1,3,11,0,0,2,6,1,1,0,0,1,6,100130
郭艾伦,辽宁,八一,2019-11-10 16:00,114:89(已结束),1,27.5,3,5,3,7,4,4,1,4,4,3,0,3,1,19,501070
赵继伟,辽宁,八一,2019-11-10 16:00,114:89(已结束),1,21.6,0,1,4,7,2,2,0,1,3,1,0,1,2,10,501736
兰斯-史蒂芬森,辽宁,八一,2019-11-10 16:00,114:89(已结束),1,24.5,1,2,9,13,3,3,0,5,4,0,0,2,2,24,100000374
布兰登-巴斯,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,21.5,0,0,7,10,2,2,1,6,1,0,2,1,2,16,504142
高诗岩,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,29.5,0,1,0,3,0,0,0,3,8,1,0,2,3,0,501726
刘志轩,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,25.2,4,5,0,0,0,0,1,3,4,0,0,0,0,12,501170
郭旭,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,13.8,1,3,1,3,1,1,0,0,0,0,0,0,0,6,501727
贺天举,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,17.9,0,1,1,2,0,0,0,3,0,0,0,0,2,2,500678
王化东,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,502870
马壮,辽宁,八一,2019-11-10 16:00,114:89(已结束),0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100012194
许钟豪,八一,辽宁,2019-11-10 16:00,114:89(已结束),1,20.0,0,0,1,4,0,0,2,4,1,0,1,0,2,2,500535
刘航初,八一,辽宁,2019-11-10 16:00,114:89(已结束),1,34.0,1,2,4,6,3,3,0,2,0,1,0,0,3,14,501144
雷蒙,八一,辽宁,2019-11-10 16:00,114:89(已结束),1,28.4,1,5,4,12,0,0,1,4,3,3,0,0,0,11,501772
田宇翔,八一,辽宁,2019-11-10 16:00,114:89(已结束),1,27.3,0,1,3,11,0,0,0,2,1,0,0,1,2,6,501335
郭昊文,八一,辽宁,2019-11-10 16:00,114:89(已结束),1,15.6,0,3,2,3,1,2,0,3,2,0,0,0,2,5,502759
罗凯文,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,19.0,2,5,1,5,2,3,1,3,1,1,0,1,2,10,501777
缪光旸,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,7.9,0,0,1,1,0,0,0,0,0,0,0,1,0,2,501778
石颜博,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502760
韩硕,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,28.4,4,7,1,2,0,0,0,2,3,3,0,1,1,14,100020
王俊杰,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,18.1,0,1,1,3,2,2,1,3,4,0,0,3,1,4,100016488
张祖铭,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,501782
付豪,八一,辽宁,2019-11-10 16:00,114:89(已结束),0,33.6,0,0,9,19,3,4,7,16,2,0,0,1,0,21,501770
多米尼克·琼斯,吉林,广东,2019-11-10 19:00,120:115(已结束),1,44.1,2,6,18,24,7,12,2,10,11,1,0,3,5,49,501896
钟诚,吉林,广东,2019-11-10 19:00,120:115(已结束),1,26.2,1,5,1,3,0,0,0,5,2,1,1,1,6,5,500523
张彪,吉林,广东,2019-11-10 19:00,120:115(已结束),1,20.9,0,0,3,4,1,2,0,1,1,0,0,0,0,7,500526
姜宇星,吉林,广东,2019-11-10 19:00,120:115(已结束),1,39.1,0,0,4,8,3,6,1,3,4,2,0,1,2,11,501650
崔晋铭,吉林,广东,2019-11-10 19:00,120:115(已结束),1,44.1,1,2,5,9,5,7,1,6,1,0,0,4,0,18,501506
伊莱·霍尔曼,吉林,广东,2019-11-10 19:00,120:115(已结束),0,27.9,0,0,8,15,2,2,5,13,0,1,0,1,1,18,502309
姜伟泽,吉林,广东,2019-11-10 19:00,120:115(已结束),0,6.4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,100013041
代怀博,吉林,广东,2019-11-10 19:00,120:115(已结束),0,26.1,4,8,0,0,0,0,0,3,0,1,0,0,4,12,501413
夏钰博,吉林,广东,2019-11-10 19:00,120:115(已结束),0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501158
刘天意,吉林,广东,2019-11-10 19:00,120:115(已结束),0,3.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,501540
易建联,广东,吉林,2019-11-10 19:00,120:115(已结束),1,37.7,1,4,9,13,6,6,5,14,4,3,0,1,2,27,100004
任骏飞,广东,吉林,2019-11-10 19:00,120:115(已结束),1,36.5,2,4,6,8,2,2,3,6,2,0,2,1,2,20,500672
马尚·布鲁克斯,广东,吉林,2019-11-10 19:00,120:115(已结束),1,35.0,6,14,7,11,4,4,1,12,4,0,1,4,3,36,503170
赵睿,广东,吉林,2019-11-10 19:00,120:115(已结束),1,37.8,2,4,1,2,0,0,2,5,3,2,0,1,2,8,501938
胡明轩,广东,吉林,2019-11-10 19:00,120:115(已结束),1,20.6,1,3,0,0,2,2,0,2,1,0,0,0,5,5,502738
苏伟,广东,吉林,2019-11-10 19:00,120:115(已结束),0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,101763
王薪凯,广东,吉林,2019-11-10 19:00,120:115(已结束),0,15.1,1,2,1,2,0,0,0,1,0,0,0,1,3,5,501675
克拉伦斯-威姆斯,广东,吉林,2019-11-10 19:00,120:115(已结束),0,30.9,0,2,3,12,5,6,2,5,8,1,2,3,4,11,504152
曾繁日,广东,吉林,2019-11-10 19:00,120:115(已结束),0,11.9,0,0,1,2,1,2,0,1,0,0,0,1,5,3,503258
徐杰,广东,吉林,2019-11-10 19:00,120:115(已结束),0,12.9,0,3,0,0,0,0,0,1,2,1,0,0,1,0,100000437
李京龙,广厦,山西,2019-11-10 19:35,100:91(已结束),1,15.3,2,5,0,3,0,0,0,0,0,0,0,0,0,6,501406
苏若禹,广厦,山西,2019-11-10 19:35,100:91(已结束),1,16.0,0,0,3,3,1,2,0,4,0,1,1,1,1,7,501181
胡金秋,广厦,山西,2019-11-10 19:35,100:91(已结束),1,29.9,0,1,4,8,0,1,1,8,0,0,1,0,2,8,502672
刘铮,广厦,山西,2019-11-10 19:35,100:91(已结束),1,37.4,1,2,10,15,2,3,1,5,5,3,0,2,4,25,503536
艾伦-杰克逊,广厦,山西,2019-11-10 19:35,100:91(已结束),1,30.4,0,1,3,8,2,2,0,4,10,1,0,4,2,8,100002135
李金效,广厦,山西,2019-11-10 19:35,100:91(已结束),0,9.4,0,0,0,0,0,0,0,2,0,0,1,0,4,0,501742
赵岩昊,广厦,山西,2019-11-10 19:35,100:91(已结束),0,26.0,2,6,2,4,0,0,1,2,2,3,0,1,4,10,501752
赵天熠,广厦,山西,2019-11-10 19:35,100:91(已结束),0,10.0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,501408
朱俊龙,广厦,山西,2019-11-10 19:35,100:91(已结束),0,7.7,1,2,0,0,1,2,0,0,0,2,0,0,0,4,502774
孙铭徽,广厦,山西,2019-11-10 19:35,100:91(已结束),0,24.9,0,1,4,5,2,2,0,0,6,1,0,1,1,10,501747
杰伦-雷诺兹,广厦,山西,2019-11-10 19:35,100:91(已结束),0,30.6,0,0,10,18,2,2,6,15,2,1,0,1,4,22,100026568
吴羽佳,广厦,山西,2019-11-10 19:35,100:91(已结束),0,2.3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,503764
葛昭宝,山西,广厦,2019-11-10 19:35,100:91(已结束),1,35.9,0,1,6,12,8,10,1,2,1,2,0,2,2,20,501322
任骏威,山西,广厦,2019-11-10 19:35,100:91(已结束),1,33.5,1,4,3,4,1,2,0,2,4,1,1,1,2,10,501167
刘冠岑,山西,广厦,2019-11-10 19:35,100:91(已结束),1,25.6,0,0,0,3,0,0,1,5,1,0,0,3,2,0,501697
原帅,山西,广厦,2019-11-10 19:35,100:91(已结束),1,34.9,4,10,2,2,0,0,0,1,1,0,0,2,3,16,501459
刘春庆,山西,广厦,2019-11-10 19:35,100:91(已结束),0,10.4,0,0,0,1,2,2,0,0,2,0,0,2,1,2,501671
马尔科姆-托马斯,山西,广厦,2019-11-10 19:35,100:91(已结束),0,27.0,0,2,3,5,2,6,4,12,3,0,1,2,2,8,411458
田桂森,山西,广厦,2019-11-10 19:35,100:91(已结束),0,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501320
闫鹏飞,山西,广厦,2019-11-10 19:35,100:91(已结束),0,12.1,0,0,3,5,1,3,2,4,1,0,1,2,3,7,501318
郭晓鹏,山西,广厦,2019-11-10 19:35,100:91(已结束),0,12.3,1,4,0,1,0,0,0,2,0,0,0,0,0,3,501668
王哲林,福建,新疆,2019-11-10 19:35,120:127(已结束),1,36.0,1,3,9,19,6,9,2,9,2,0,1,2,6,27,501537
陈林坚,福建,新疆,2019-11-10 19:35,120:127(已结束),1,40.2,5,6,2,6,0,0,1,4,2,0,0,1,3,19,501476
刁成灏,福建,新疆,2019-11-10 19:35,120:127(已结束),1,17.7,1,8,0,2,0,0,1,1,2,1,0,0,3,3,501695
谢亚财,福建,新疆,2019-11-10 19:35,120:127(已结束),1,8.4,0,0,0,0,0,0,1,2,2,0,0,0,1,0,500670
埃里克-格林,福建,新疆,2019-11-10 19:35,120:127(已结束),1,36.8,3,7,7,11,6,7,2,5,1,1,0,0,2,29,100026973
黄毅超,福建,新疆,2019-11-10 19:35,120:127(已结束),0,12.9,0,2,0,0,0,0,0,0,2,1,0,0,2,0,502311
孙椿棚,福建,新疆,2019-11-10 19:35,120:127(已结束),0,16.4,0,0,1,1,0,0,0,2,0,3,0,0,2,2,501704
泰-劳森,福建,新疆,2019-11-10 19:35,120:127(已结束),0,33.2,2,4,5,11,10,11,1,2,4,2,0,4,2,26,100002149
徐铭智,福建,新疆,2019-11-10 19:35,120:127(已结束),0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502737
孙喆,福建,新疆,2019-11-10 19:35,120:127(已结束),0,10.8,0,0,0,1,2,2,1,4,1,1,0,0,1,2,500441
胡珑贸,福建,新疆,2019-11-10 19:35,120:127(已结束),0,25.0,2,3,2,3,2,2,0,2,1,2,0,2,5,12,503543
周琦,新疆,福建,2019-11-10 19:35,120:127(已结束),1,32.9,2,6,11,13,7,9,2,9,0,2,1,2,2,35,501738
阿不都沙拉木,新疆,福建,2019-11-10 19:35,120:127(已结束),1,39.3,0,3,8,12,5,5,1,6,1,0,0,0,2,21,501983
俞长栋,新疆,福建,2019-11-10 19:35,120:127(已结束),1,22.9,0,0,0,0,0,0,4,5,3,0,1,1,3,0,501179
西热力江,新疆,福建,2019-11-10 19:35,120:127(已结束),1,33.9,2,7,1,2,0,0,1,4,5,1,1,1,5,8,500555
凯-费尔德,新疆,福建,2019-11-10 19:35,120:127(已结束),1,29.9,1,6,1,7,10,10,1,5,7,0,0,5,3,15,100023572
范子铭,新疆,福建,2019-11-10 19:35,120:127(已结束),0,8.7,0,0,3,3,0,0,1,1,0,0,1,1,2,6,501725
唐才育,新疆,福建,2019-11-10 19:35,120:127(已结束),0,3.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,502749
贾内尔-斯托克斯,新疆,福建,2019-11-10 19:35,120:127(已结束),0,29.6,1,3,9,14,2,2,2,20,4,0,1,4,6,23,504151
曾令旭,新疆,福建,2019-11-10 19:35,120:127(已结束),0,14.1,1,1,0,1,2,2,0,1,3,3,0,2,1,5,501329
贾诚,山东,广州,2019-11-10 19:35,100:99(已结束),1,11.6,0,0,1,4,2,4,1,2,1,1,0,0,2,4,501161
陶汉林,山东,广州,2019-11-10 19:35,100:99(已结束),1,26.7,0,0,4,6,2,6,1,5,2,0,2,0,3,10,500684
李敬宇,山东,广州,2019-11-10 19:35,100:99(已结束),1,38.8,1,5,0,0,0,0,2,2,1,0,0,1,5,3,500331
莱斯特·哈德森,山东,广州,2019-11-10 19:35,100:99(已结束),1,42.6,4,11,7,13,4,4,1,11,7,1,1,2,5,30,501217
张辉,山东,广州,2019-11-10 19:35,100:99(已结束),1,9.0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,501709
张庆鹏,山东,广州,2019-11-10 19:35,100:99(已结束),0,27.6,1,4,1,2,0,0,1,2,6,2,0,0,1,5,100126
詹姆斯-梅斯,山东,广州,2019-11-10 19:35,100:99(已结束),0,29.4,2,5,6,8,4,4,7,13,1,0,0,2,4,22,100012421
陈培东,山东,广州,2019-11-10 19:35,100:99(已结束),0,26.0,3,6,3,5,0,0,2,3,1,2,0,1,0,15,502890
朱荣振,山东,广州,2019-11-10 19:35,100:99(已结束),0,4.2,0,0,1,1,0,0,1,1,0,0,0,1,2,2,504067
